id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,higherClassification,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,subgenus,specificEpithet,verbatimTaxonRank,infraspecificEpithet,taxonRank,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,associatedCollectors,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,fieldNumber,eventID,informationWithheld,dataGeneralizations,dynamicProperties,associatedOccurrences,associatedSequences,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey-dbpk,collId,recordId,references
2085323,CHSC,VascularPlants,,PreservedSpecimen,3d14af66-ae90-40a8-8c92-6f52561d4dcc,CHSC081280,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Morella californica",26254,"(Cham.) Wilbur",Morella,,californica,,,Species,herbarium,n.d.,,,,,,"Colby J. Boggs",,33,1997-04-19,1997,4,19,109,,04/19/1997,,"Small tree. Along with Pinus muricata, Mimulus aurantiacus, and Equisetum arvense. Loam. Coastal terrace.",,,,,,,,,,,,,,,,,,"United States",California,Mendocino,,"Found 0.5 mi west of Hwy. 1 on Stoneboro Rd. T13N R17W S USGS Quadrangle: Point Arena 1:24,000",,0,,38.9675,-123.696944,NAD83,402,"T13N R17W S; 38§ 58m 3s N; 123§ 41m 49s W","Bill Carlson",,,,,12,,,,,40ft.,,,,"2021-09-03 12:59:26",,44,urn:uuid:3d14af66-ae90-40a8-8c92-6f52561d4dcc,https://www.cch2.org/portal/collections/individual/index.php?occid=2085323
2095945,CHSC,VascularPlants,,PreservedSpecimen,c1d1d72f-6e28-4223-b790-617c5e645265,CHSC086090,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Morella californica",26254,"(Cham.) Wilbur",Morella,,californica,,,Species,herbarium,n.d.,,,,,,"R. D. Fischer",,38,2003-12-28,2003,12,28,362,,12/28/2003,,"Side of highway. Other plants scattered in forest.",,,,,,,,,,,,,,,,,,"United States",California,Mendocino,,"North Coast, outer range, north of Casper within Jughandle State Park. Plant found inland side of Hwy 1, about quarter mile east of Jughandle SP parking lot along pygmy forest trail.",,0,,39.376111,-123.812778,NAD83,1609,"39§ 22m 34s N; 123§ 48m 46s W","Bill Carlson",,,,,30,,,,,100ft.,,,,"2021-09-03 12:58:16",,44,urn:uuid:c1d1d72f-6e28-4223-b790-617c5e645265,https://www.cch2.org/portal/collections/individual/index.php?occid=2095945
2125561,CHSC,VascularPlants,,PreservedSpecimen,863463aa-4bc3-47f8-8cf7-83b7cb03fc0c,CHSC098621,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Morella californica",26254,"(Cham.) Wilbur",Morella,,californica,,,Species,herbarium,n.d.,,,,,,"Richard R. Halse",,7019,2006-08-23,2006,8,23,235,,08/23/2006,"Label says Oregon State University.","Shrub to one meter tall. Associated taxa: Rubus, Rhododendron, Gaultheria, Alnus, Salix, Cytisus.",,,,,,,,,,,,,,,,,,"United States",Oregon,Lincoln,,"Along U.S. Hwy. 101 at its junction with N.E. Idaho Street ca. 2.2 miles north of Yachats.",,0,,44.356389,-124.0925,"WGS 1984",,"44§ 21m 23s N; 124§ 5m 33s W",,,,,,12,,,,,,,,,"2021-09-03 12:58:16",,44,urn:uuid:863463aa-4bc3-47f8-8cf7-83b7cb03fc0c,https://www.cch2.org/portal/collections/individual/index.php?occid=2125561
2137941,CHSC,VascularPlants,,PreservedSpecimen,31fd231d-08bc-43a2-aae6-2b2e93bf288c,CHSC058383,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Morella californica",26254,"(Cham.) Wilbur",Morella,,californica,,,Species,herbarium,n.d.,,,,,,"Georgia Mason",,9345,1972-05-14,1972,5,14,135,,05/14/1972,"Label says: Herbarium of the University of Oregon, Eugene, Oregon.","Shrub to 8 m tall, with Pinus, Gaultheria shallon and Vaccinium, in sandy soil.",,,,,,,,,,,,,,,,,,"United States",Oregon,Lane,,"High bluffs near the Coast Guard Station, Florence.",,0,,43.9828,-124.0986,,402,,"Michelle Buonopane",,"OrlookId: 9021, StateProvince: Oregon, County: Lane, LocName: Florence",,"copied from duplicate; Georeferencing could be made more precise.",,,,,,,,,preprocessed,"2021-09-03 12:58:16",,44,urn:uuid:31fd231d-08bc-43a2-aae6-2b2e93bf288c,https://www.cch2.org/portal/collections/individual/index.php?occid=2137941
2137942,CHSC,VascularPlants,,PreservedSpecimen,de55e8bd-dacd-411a-b72d-2e1d278fbbf7,CHSC058382,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Morella californica",26254,"(Cham.) Wilbur",Morella,,californica,,,Species,herbarium,n.d.,,,,,,"Georgia Mason",,9345A,1972-05-14,1972,5,14,135,,05/14/1972,"Label says: Herbarium of the University of Oregon, Eugene, Oregon.","Shrubs about 8 m tall, in sandy soil, with Pseudotsuga, Pinus and Alnus; along a fork of the Siuslaw River.",,,,,,,,,,,,,,,,,,"United States",Oregon,Lane,,"Old dune near the Campground on South Jetty Road, Glenada, Oregon along a fork of the Siusslaw River.",,0,,43.9606,-124.1028,,402,,"Michelle Buonopane",,"OrlookId: 9027, StateProvince: Oregon, County: Lane, LocName: Glenada",,"copied from duplicate; Georeferencing could be made more precise.",,,,,,,,,preprocessed,"2021-09-03 12:58:16",,44,urn:uuid:de55e8bd-dacd-411a-b72d-2e1d278fbbf7,https://www.cch2.org/portal/collections/individual/index.php?occid=2137942
2137946,CHSC,VascularPlants,,PreservedSpecimen,22920c99-d887-4a7f-8cbf-9183896e5322,CHSC024755,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Morella californica",26254,"(Cham.) Wilbur",Morella,,californica,,,Species,herbarium,n.d.,,,,,,"A. W. Ratcliff",,1,1976-04-19,1976,4,19,110,,04/19/1976,,"Catkins yellow and brown green; shrub ca. 8 ft. high. Coastal Prairie.",,,,,,,,,,,,,,,,,,"United States",California,Mendocino,,"Ca. 700 ft N of mouth of Morrison Gulch and 5.6mi S of Point Arena via Hwy 1.",,0,,38.843052,-123.635001,WGS84,100,,,,GeoLocate,,,37,,,,,120ft.,,,,"2021-09-03 12:58:16",,44,urn:uuid:22920c99-d887-4a7f-8cbf-9183896e5322,https://www.cch2.org/portal/collections/individual/index.php?occid=2137946
2150895,CHSC,VascularPlants,,PreservedSpecimen,b00fc6fd-2d4a-4d7b-b742-1d041f30d576,CHSC119587,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Morella californica",26254,"(Cham.) Wilbur",Morella,,californica,,,Species,,,,,,,,"Lowell Ahart","Dr. Marge Anthony, John Dittes, Josephine Guardino",18601,2013-04-25,2013,4,25,115,,04/25/2013,,"Twigs from a shrub 5 feet tall, on damp dark soil, near the edge of a residential driveway. Common. Coastal Prairie.",,,,,,,,,,,,,,,,,,"United States",California,Sonoma,,"Near the edge of a residential driveway, 0.7 miles (air) east of Pacific Ocean, 0.8 miles (air) west of Gualala River. T10N R14W S USGS Quadrangle: North Coast",,0,,38.708889,-123.441389,,,"T10N R14W S; 38§ 42m 32s N; 123§ 26m 29s W",,,,,,111,,,,,365ft.,,,,"2019-01-31 12:26:57",,44,urn:uuid:b00fc6fd-2d4a-4d7b-b742-1d041f30d576,https://www.cch2.org/portal/collections/individual/index.php?occid=2150895
2175137,UCSC,,,PreservedSpecimen,03c14491-2dae-42f1-97d5-d6717a52b0b6,UCSC100011580,6479,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Morella californica",26254,"(Cham.) Wilbur",Morella,,californica,,,Species,,,,,,,,"Greg Gilbert",,,2008-03-26,2008,3,26,86,,26-Mar-08,"MYRICA III; 1 of 2",,,,,,,,,,,,,,,,,,,"United States",California,"Santa Cruz",,"UCSC Forest Ecology Research Plot (FERP)",,0,,37.01307,-122.07256,,,,270,,"UCSanta Cruz D",,"GoogleMaps via BerkeleyMapper (copied from UCSC6240)",,,,,,,,,emau,"2021-07-08 18:23:16",,13,urn:uuid:03c14491-2dae-42f1-97d5-d6717a52b0b6,https://www.cch2.org/portal/collections/individual/index.php?occid=2175137
3140900,FSC,,,PreservedSpecimen,13f92e32-5f71-4455-b8cb-71594ac28f98,FSC0005547,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Myrica,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Myrica californica",26363,Cham.,Myrica,,californica,,,Species,,,,,,,,"Dean William Taylor",,783,1970-11-07,1970,11,7,311,,"7 Nov 1970",,"Fresh water lake supporting Freshwater marsh and Myrica-Salix association. On sand _ mile from the ocean.",,"Shrubs to 10 feet.",,,,,,,,,,,,,,,,"United States",California,"San Luis Obispo",,"Collected at Oso Flaco Lake; in southern San Luis Obispo County; _ mile from the ocean.",,0,,35.03264,-120.61844,NAD27,1000,,deanwmtaylor,,,,,,,,,,"sea level",,,deanwmtaylor@gmail.com,"2020-10-01 19:18:53",,38,urn:uuid:13f92e32-5f71-4455-b8cb-71594ac28f98,https://www.cch2.org/portal/collections/individual/index.php?occid=3140900
3141044,FSC,,,PreservedSpecimen,0b189cb6-afe2-40cd-b21a-c76018925169,FSC0005550,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Myrica,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Myrica californica",26363,Cham.,Myrica,,californica,,,Species,,,,,,,,"B. E. Deuel",,54,1966-05-13,1966,5,13,133,,"13 May 1966",,"Growing with Rubus parviflorus under redwood.",,"Small tree; basal diameter 4 in., height 8 ft. Bark smooth and grayish.",,,,,,,,,,,,,,,,"United States",California,Humboldt,,"T 6N, R 1E, sec. 28, H.S.C. [Humboldt State College] North side of Wildlife Bldg.",,0,,40.875655,-124.07211,WGS84,969,,carsontaylor,,"GeoLocate (CoGe)",,"used TRS; error radius 969",,,,,,,,,preprocessed,"2021-05-11 10:41:08",,38,urn:uuid:0b189cb6-afe2-40cd-b21a-c76018925169,https://www.cch2.org/portal/collections/individual/index.php?occid=3141044
3142091,FSC,,,PreservedSpecimen,f998d57f-7d3d-4cdd-850f-15a7fd4e8694,FSC0005549,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Myrica,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Myrica californica",26363,Cham.,Myrica,,californica,,,Species,,,,,,,,"Carol Hett",,70-112,1970-11-07,1970,11,7,311,,"7 Nov 1970",Abundant.,"Collected in sand dunes; Coastal strand.; Soil. sand. Associated species: Salix sp.",,"A woody shrub. The flowers are in catkins that are apetalous and lacking a perianth.",,,,,,,,,,,,,,,,"United States",California,"San Luis Obispo",,"Collected in the sand dunes next to Lake Oso Flaco.",,0,,35.031885,-120.623381,WGS84,1500,,kdpearso,,"GeoLocate (CoGe)",,"dunes around Oso Flaco Lake extend for some distance, but error radius somewhat narrower since dunes are supposedly close to the lake",,,,,,"sea level",,,preprocessed,"2021-09-16 07:21:41",,38,urn:uuid:f998d57f-7d3d-4cdd-850f-15a7fd4e8694,https://www.cch2.org/portal/collections/individual/index.php?occid=3142091
3621120,OBI,,,PreservedSpecimen,fdc77326-62f6-4eb6-9e09-c5d32ecec8ed,OBI161502,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Morella californica",26254,"(Cham.) Wilbur",Morella,,californica,,,Species,,,,,,,,"Reed Kenny",,656,2019-05-20,2019,5,20,140,,,,"Marsh perched on lip of large gully in Perennial coastal grasslands","Mudstone, sandy loam.","Shrub to 12 ft. Rounded canopy, some with single thick trunks",,,,,,,,"Calamagrostis nutkaensis, Juncus hesperius, Baccharis pilularis",,,,,,,,"United States",California,"Santa Cruz",,"Swanton Pacific Ranch",,0,,37.07161,-122.255,WGS84,,,,,,,,,,,,,,,,,"2021-07-26 11:54:22",,12,urn:uuid:fdc77326-62f6-4eb6-9e09-c5d32ecec8ed,https://www.cch2.org/portal/collections/individual/index.php?occid=3621120
3672035,UCR,,,PreservedSpecimen,UCR-BPS-252233,UCR0040067,UCR-252233,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Myrica,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Myrica californica",26363,Cham.,Myrica,,californica,,,Species,"A.C. Sanders",2014,,,,,,"Mitch Provance",,612--05,2012-06-12,2012,6,12,164,,2012-6-12,Shrub.,"Rocky hill with Myrica californica, Dudleya, Festuca, Stipa pulchra, Triteleia laxa, Rubus, Eschscholzia californica, Baccharis pilularis, Acaena pinnatifida, etc.",,,,,,,,,,,Fruiting,,,,,,,"United States",California,"San Francisco",,"San Francisco, Ingleside Heights neighborhood, Nanny Goat Hill at Lakeview and Ashton Mini Park, near corner of Shields St. and Orizaba Ave.",,0,,37.71819,-122.46264,,,,,,GoogleEarthMCP,,,159,,,,,,,,,"2021-09-26 15:34:31",UCR-BPS-252233,3,urn:uuid:3174d76e-949b-441f-a8e7-38a9b13bd4b5,https://www.cch2.org/portal/collections/individual/index.php?occid=3672035
3676774,UCSC,,,PreservedSpecimen,df583b1b-b403-4f0c-ae26-0ccc18da92b1,UCSC100001213,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Morella californica",26254,"(Cham.) Wilbur",Morella,,californica,,,Species,,,,,,,,"Reed C. Benkendorf",,s.n.,2017-10-02,2017,10,2,275,,10/2/2017,,"Draining edge between two terraces",,,,,,,,,,"Rubus sp. , Juncus patens",,,,,,,,"United States",California,"Santa Cruz",,"Cotoni-Coast Dairies National Monument",,,,37.033639,-122.207306,WGS84,,"37°02'01.1""N,122°12'26.3""W",,,"Garmin GPS",,,95,,,,,,,,lisepeterson,"2019-08-29 11:36:01",,13,urn:uuid:df583b1b-b403-4f0c-ae26-0ccc18da92b1,https://www.cch2.org/portal/collections/individual/index.php?occid=3676774
4334106,OSC,V,,PreservedSpecimen,{D4964C51-538B-482F-AAD0-A72730668878},,ORE115029,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Myrica,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Myrica californica",26363,Cham.,Myrica,,californica,,,Species,"person unknown",2004,,,,,,"Martin W. Gorman",,s.n.,1924-05-03,1924,5,3,124,,1924-5-3,,"open woods and sandy slopes along the coast.",,,,,,,,,,,,,,,,,,"United States",Oregon,Curry,,"Port Orford.",,0,,42.7458,-124.4961,,402,,"[automated process-OregonFlora/OSU Herb]","OregonFlora 1994-2020 methodology","OrlookId: 16195, StateProvince: Oregon, County: Curry, LocName: Port Orford, ppl",,,,,,,,,,,,"2020-09-08 13:30:08",1104307,81,urn:uuid:b7f373fc-24f6-48cb-82f5-bf86d88b6c4c,https://www.cch2.org/portal/collections/individual/index.php?occid=4334106
4450389,OBI,,,PreservedSpecimen,185c589f-c3b9-4527-99ab-dfad037cabab,OBI148561,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Myrica,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Myrica californica",26363,Cham.,Myrica,,californica,,,Species,,,,,,,,"Kaito Lopez","Helen Dubee, Pete Waldburger",45,2020-09-03,2020,9,3,247,,,"Only individual found here","higher elevation mountain",,"prolific individual growing at the edge of a cliff",,,,,,,,"Heteromeles arbutifolia, Clinopodium douglasii",Fruits,,,,,,,"United States",California,"San Luis Obispo",,"Grounds of Pacific Gas and Electric Company's Diablo Canyon Nuclear Power Plant. Western end of San Luis Range. Found growing on cliffside of the gravel road after entering through Gate Delta near power plant.",,0,,35.21138889,-120.8247222,,30,,,,,,,,,,,,1040,,,,"2021-02-23 14:19:39",,12,urn:uuid:185c589f-c3b9-4527-99ab-dfad037cabab,https://www.cch2.org/portal/collections/individual/index.php?occid=4450389
